School Name,Suburb,State,Postcode,Type,Sector,ACARA ID
Nightcliff Primary School,Nightcliff,NT,810,Primary,Gov,50041
Niland School,Blackett,NSW,2770,Special,Gov,41798
Nillo Infants School,Lorn,NSW,2320,Primary,Gov,40533
Nilma Primary School,Nilma,VIC,3821,Primary,Gov,44501
Nimbin Central School,Nimbin,NSW,2480,Combined,Gov,42268
Nimmitabel Public School,Nimmitabel,NSW,2631,Primary,Gov,42795
Nipakawa Steiner School,Carlton,TAS,7173,Primary,Non-Gov,53383
Nirimba Fields Public School,Nirimba Fields,NSW,2763,Primary,Gov,53326
Nirimba State Primary School,Nirimba,QLD,4551,Primary,Gov,53053
Nitjpurru School,Nitjpurru,NT,852,Combined,Gov,50115
Nixon Street Primary School,Devonport,TAS,7310,Primary,Gov,40192
Noarlunga Downs Primary School,Noarlunga Downs,SA,5168,Primary,Gov,49592
Nobby State School,Nobby,QLD,4360,Primary,Gov,47247
Noble Park English Language School,Noble Park,VIC,3174,Special,Gov,40658
Noble Park English Language School-Casey Campus,Hampton Park,VIC,3976,Special,Gov,50287
Noble Park English Language School-Cranbourne Campus,Cranbourne,VIC,3977,Special,Gov,53520
Noble Park English Language School-Springvale Campus,Springvale,VIC,3171,Special,Gov,50289
Noble Park English Language School-Stonnington Glen Eira Campus,Glen Huntly,VIC,3163,Special,Gov,50290
Noble Park Primary School,Noble Park,VIC,3174,Primary,Gov,44636
Noble Park Secondary College,Noble Park,VIC,3174,Secondary,Gov,45551
Nollamara Primary School,Nollamara,WA,6061,Primary,Gov,48470
Noorat Primary School,Noorat,VIC,3265,Primary,Gov,44223
Noosa Christian College,Cooroy,QLD,4563,Combined,Non-Gov,47986
Noosa District State High School,Cooroy,QLD,4563,Secondary,Gov,47473
Noosa District State High School - Pomona Campus,Pomona,QLD,4568,Secondary,Gov,47571
Noosa Flexible School,Sunshine Beach,QLD,4567,Special,Non-Gov,47928
Noosa Pengari Steiner School,Doonan,QLD,4562,Combined,Non-Gov,47941
Noosaville State School,Noosaville,QLD,4566,Primary,Gov,46533
Noranda Primary School,Noranda,WA,6062,Primary,Gov,48652
Nords Wharf Public School,Nords Wharf,NSW,2281,Primary,Gov,41950
Norfolk Island Central School,Norfolk Island,QLD,2899,Combined,Gov,42158
Norfolk Village State School,Ormeau,QLD,4208,Primary,Gov,47249
Norman Park State School,Norman Park,QLD,4170,Primary,Gov,46948
Normanhurst Boys High School,Normanhurst,NSW,2076,Secondary,Gov,41325
Normanhurst Public School,Normanhurst,NSW,2076,Primary,Gov,41231
Normanhurst West Public School,Thornleigh,NSW,2120,Primary,Gov,41286
Normanton State School,Normanton,QLD,4890,Combined,Gov,46658
Norris Bank Primary School,Bundoora,VIC,3083,Primary,Gov,44628
Norris Road State School,Bracken Ridge,QLD,4017,Primary,Gov,47286
Norseman District High School,Norseman,WA,6443,Combined,Gov,48190
North Academy,West Wallsend,NSW,2286,Special,Non-Gov,53160
North Adelaide Primary School,North Adelaide,SA,5006,Primary,Gov,49191
North Ainslie Primary School,Ainslie,ACT,2602,Primary,Gov,49925
North Albany Senior High School,Albany,WA,6330,Secondary,Gov,48227
North Arm State School,North Arm,QLD,4561,Primary,Gov,46725
North Balga Primary School,Balga,WA,6061,Primary,Gov,48554
North Beach Primary School,North Beach,WA,6020,Primary,Gov,48384
North Coast Pathway,Alstonville,NSW,2477,Special,Non-Gov,53426
North Cottesloe Primary School,Cottesloe,WA,6011,Primary,Gov,48343
North Dandalup Primary School,North Dandalup,WA,6207,Primary,Gov,48350
North East Metropolitan Language Development Centre,Dianella,WA,6059,Special,Gov,40635
North East Metropolitan Language Development Centre - Beechboro Campus,Beechboro,WA,6063,Special,Gov,53059
North East Metropolitan Language Development Centre - North Balga Campus,Balga,WA,6061,Special,Gov,52660
North East Public School of Distance Education,Port Macquarie,NSW,2444,Primary,Gov,42363
North Eton State School,North Eton,QLD,4741,Primary,Gov,46869
North Fremantle Primary School,North Fremantle,WA,6159,Primary,Gov,48371
North Geelong Secondary College,North Geelong,VIC,3215,Secondary,Gov,45392
North Gosford Learning Centre,North Gosford,NSW,2250,Special,Gov,42083
North Harrisdale Primary School,Harrisdale,WA,6112,Primary,Gov,52765
North Haven Public School,North Haven,NSW,2443,Primary,Gov,42338
North Haven School,North Haven,SA,5018,Primary,Gov,49638
North Ingle School,Ingle Farm,SA,5098,Primary,Gov,49620
North Kalgoorlie Primary School,Kalgoorlie,WA,6430,Primary,Gov,48407
North Kellyville Public School,North Kellyville,NSW,2155,Primary,Gov,52720
North Lake Senior Campus,Kardinya,WA,6163,Secondary,Gov,40447
North Lakes State College,North Lakes,QLD,4509,Combined,Gov,47574
North Mandurah Primary School,Mandurah,WA,6210,Primary,Gov,48667
North Melbourne Primary School,North Melbourne,VIC,3051,Primary,Gov,44270
North Melbourne Primary School - Molesworth Street Campus,North Melbourne,VIC,3051,Primary,Gov,53189
North Morley Primary School,Dianella,WA,6059,Primary,Gov,48568
North Nowra Public School,North Nowra,NSW,2541,Primary,Gov,42892
North Parmelia Primary School,Parmelia,WA,6167,Primary,Gov,48582
North Perth Primary School,North Perth,WA,6006,Primary,Gov,48483
North Rockhampton State High School,Frenchville,QLD,4701,Secondary,Gov,47436
North Rocks Public School,North Rocks,NSW,2151,Primary,Gov,41233
North Ryde Public School,North Ryde,NSW,2113,Primary,Gov,41240
North Shore State School,Burdell,QLD,4818,Primary,Gov,52609
North Star Public School,North Star,NSW,2408,Primary,Gov,42463
North Sydney Boys High School,Crows Nest,NSW,2065,Secondary,Gov,41320
North Sydney Girls High School,Crows Nest,NSW,2065,Secondary,Gov,41321
North Sydney Public School,Waverton,NSW,2060,Primary,Gov,41234
North Tom Price Primary School,Tom Price,WA,6751,Primary,Gov,48635
North Wagga Public School,Wagga Wagga,NSW,2650,Primary,Gov,42636
North West Christian School,Penguin,TAS,7316,Combined,Non-Gov,40033
North West Support School,Acton,TAS,7320,Special,Gov,40090
North West Support School - Miandetta Campus,Miandetta,TAS,7310,Special,Gov,53173
North Woodvale Primary School,Woodvale,WA,6026,Primary,Gov,48702
Northam Primary School,Northam,WA,6401,Primary,Gov,48471
Northam Senior High School,Northam,WA,6401,Secondary,Gov,48147
Northampton District High School,Northampton,WA,6535,Combined,Gov,48191
Northbourne Public School,Marsden Park,NSW,2765,Primary,Gov,52930
Northbridge Public School,Northbridge,NSW,2063,Primary,Gov,41232
Northcliffe District High School,Northcliffe,WA,6262,Combined,Gov,48192
Northcote High School,Northcote,VIC,3070,Secondary,Gov,45442
Northcote High School-Boho South Camp,Boho South,VIC,3669,Secondary,Gov,52204
Northcote Primary School,Northcote,VIC,3070,Primary,Gov,44269
Northcross Christian School,Ryde,NSW,2112,Primary,Non-Gov,43896
North-Eastern Montessori School,St Helena,VIC,3088,Primary,Non-Gov,46245
Northern Adelaide Senior College,Elizabeth,SA,5112,Secondary,Gov,40421
Northern Bay P-12 College,Corio,VIC,3214,Combined,Gov,50291
Northern Bay P-12 College-Hendy Street P-8 Campus,Corio,VIC,3214,Combined,Gov,50293
Northern Bay P-12 College-Peacock Avenue P-8 Campus,Norlane,VIC,3214,Combined,Gov,50294
Northern Bay P-12 College-Staughton Vale Outdoor Education Centre,Staughton Vale,VIC,3221,Combined,Gov,52172
Northern Bay P-12 College-Tallis Street P-8 Campus,Norlane,VIC,3214,Combined,Gov,50295
Northern Bay P-12 College-Wexford Court P-8 Campus,Corio,VIC,3214,Combined,Gov,50297
Northern Beaches Christian School,Terrey Hills,NSW,2084,Combined,Non-Gov,44023
Northern Beaches Secondary College Balgowlah Boys Campus,Balgowlah,NSW,2093,Secondary,Gov,41352
Northern Beaches Secondary College Cromer Campus,Cromer,NSW,2099,Secondary,Gov,41347
Northern Beaches Secondary College Freshwater Senior Campus,Freshwater,NSW,2096,Secondary,Gov,40496
Northern Beaches Secondary College Mackellar Girls Campus,Manly Vale,NSW,2093,Secondary,Gov,41351
Northern Beaches Secondary College Manly Campus,North Curl Curl,NSW,2099,Secondary,Gov,41349
Northern Beaches State High School,Deeragun,QLD,4818,Secondary,Gov,46559
Northern Christian School,Bridgewater,TAS,7030,Primary,Non-Gov,40271
Northern College of the Arts and Technology,Preston,VIC,3072,Secondary,Gov,45341
Northern Peninsula Area State College,Bamaga,QLD,4876,Combined,Gov,47077
Northern Peninsula Area College - Ama Mary Eseli Injinoo Campus,Injinoo,QLD,4876,Primary,Gov,50524
Northern Peninsula Area College - Bamaga Junior Campus,Bamaga,QLD,4876,Primary,Gov,50523
Northern Peninsula Area State College - Senior Campus,Bamaga,QLD,4876,Secondary,Gov,50525
Northern School For Autism,Reservoir,VIC,3073,Special,Gov,45091
Northern School For Autism-Lalor Campus,Lalor,VIC,3075,Special,Gov,50456
Northern Support School,Ravenswood,TAS,7250,Special,Gov,40260
Northern Territory School of Distance Education,The Gardens,NT,820,Secondary,Gov,40338
Northfield Primary School,Northfield,SA,5085,Primary,Gov,49260
Northgate State School,Nundah,QLD,4012,Primary,Gov,46604
Northholm Grammar School,Arcadia,NSW,2159,Combined,Non-Gov,43861
Northlakes High School,San Remo,NSW,2262,Secondary,Gov,42128
Northlakes Public School,San Remo,NSW,2262,Primary,Gov,42065
Northmead Creative and Performing Arts High School,Northmead,NSW,2152,Secondary,Gov,41809
Northmead Public School,Northmead,NSW,2152,Primary,Gov,41653
Northpine Christian College,Dakabin,QLD,4503,Combined,Non-Gov,48016
Northshore Christian Grammar School,Alkimos,WA,6038,Combined,Non-Gov,52392
Northside Christian College,Everton Park,QLD,4053,Combined,Non-Gov,48051
Northside Christian College,Bundoora,VIC,3083,Combined,Non-Gov,46251
Northside Montessori School,Pymble,NSW,2073,Combined,Non-Gov,43856
Northview State School,Mount Pleasant,QLD,4740,Primary,Gov,47367
Norton Summit Primary School,Norton Summit,SA,5136,Primary,Gov,49261
Norville State School,Norville,QLD,4670,Primary,Gov,46706
Norwest Christian College,Riverstone,NSW,2765,Combined,Non-Gov,43824
Norwood International High School,Magill,SA,5072,Secondary,Gov,49470
Norwood Primary School,Norwood,SA,5067,Primary,Gov,49164
Norwood Primary School,Norwood,TAS,7250,Primary,Gov,40156
Norwood Secondary College,Ringwood,VIC,3134,Secondary,Gov,45443
Nossal High School,Berwick,VIC,3806,Secondary,Gov,45594
Notre Dame Catholic Primary School,Cloverdale,WA,6105,Primary,Non-Gov,40837
Notre Dame College,Shepparton,VIC,3630,Secondary,Non-Gov,45715
Notre Dame College - Emmaus Campus,Shepparton North,VIC,3631,Secondary,Non-Gov,45716
Notre Dame College,Bells Creek,QLD,4551,Combined,Non-Gov,53153
Noumea Public School,Shalvey,NSW,2770,Primary,Gov,41756
Novo Education Space,Wollongong,NSW,2500,Special,Non-Gov,50379
Novo Education Space Shoalhaven,Nowra,NSW,2541,Special,Non-Gov,52415
Novoschool,Newcastle West,NSW,2302,Secondary,Non-Gov,53379
Nowra Anglican College,Bomaderry,NSW,2541,Combined,Non-Gov,43835
Nowra Christian School,Nowra,NSW,2541,Combined,Non-Gov,43981
Nowra East Public School,Nowra East,NSW,2541,Primary,Gov,42866
Nowra High School,Nowra,NSW,2541,Secondary,Gov,42911
Nowra Hill Public School,Nowra,NSW,2541,Primary,Gov,42860
Nowra Public School,Nowra,NSW,2541,Primary,Gov,42797
NSW School of Languages,Petersham,NSW,2049,Secondary,Gov,40795
NT Christian College,Marrara,NT,812,Secondary,Non-Gov,40680
NT Christian College - Araluen Campus,Alice Springs,NT,870,Secondary,Non-Gov,52949
NT Christian College - Nhulunbuy Campus,Nhulunbuy,NT,881,Secondary,Non-Gov,52681
NT Christian College - Palmerston Campus,Marlow Lagoon,NT,830,Secondary,Non-Gov,52682
NT Christian College - Sattler Campus,Freds Pass,NT,822,Secondary,Non-Gov,52761
Ntaria School,Hermannsburg,NT,872,Combined,Gov,50111
Nulkaba Public School,Nulkaba,NSW,2325,Primary,Gov,41951
Nullagine Primary School,Nullagine,WA,6758,Combined,Gov,48473
Nullawarre and District Primary School,Nullawarre,VIC,3268,Primary,Gov,44334
Nulsen Primary School,Esperance,WA,6450,Primary,Gov,48591
Numbulwar School,Numbulwar,NT,822,Combined,Gov,50064
Numinbah Valley State School,Numinbah Valley,QLD,4211,Primary,Gov,46893
Numurkah Primary School,Numurkah,VIC,3636,Primary,Gov,44425
Numurkah Secondary College,Numurkah,VIC,3636,Secondary,Gov,45444
Nunawading Christian College - Primary,Nunawading,VIC,3131,Primary,Non-Gov,46211
Nunawading Christian College - Secondary,Nunawading,VIC,3131,Secondary,Non-Gov,46231
Nundah State School,Nundah,QLD,4012,Primary,Gov,46429
Nundle Public School,Nundle,NSW,2340,Primary,Gov,42465
Nungarin Primary School,Nungarin,WA,6490,Primary,Gov,48474
Nungurner Primary School,Nungurner,VIC,3909,Primary,Gov,44729
Nuriootpa High School,Nuriootpa,SA,5355,Secondary,Gov,49471
Nuriootpa Primary School,Nuriootpa,SA,5355,Primary,Gov,49262
Nursery Road State Special School,Holland Park West,QLD,4121,Special,Gov,47617
Nuwarra Public School,Moorebank,NSW,2170,Primary,Gov,41483
Nyabing Primary School,Nyabing,WA,6341,Primary,Gov,48475
Nyah District Primary School,Nyah West,VIC,3595,Primary,Gov,45241
Nyangatjatjara College,Yulara,NT,872,Secondary,Non-Gov,50160
Nyangatjatjara College - Imanpa Primary Campus,Imanpa,NT,872,Primary,Non-Gov,53361
Nyangatjatjara College - Imanpa Secondary Campus,Imanpa,NT,872,Secondary,Non-Gov,40901
Nyangatjatjara College - Kaltukatjara Campus (Docker River) Primary Campus,Kaltukatjara,NT,872,Primary,Non-Gov,40902
Nyangatjatjara College - Kaltukatjara Campus (Docker River) Secondary Campus,Kaltukatjara,NT,872,Secondary,Non-Gov,53390
Nyikina Mangala Community School,Derby,WA,6728,Combined,Non-Gov,49129
Nyirripi School,Nyirripi,NT,872,Combined,Gov,50112
Nymboida Public School,Nymboida,NSW,2460,Primary,Gov,42269
Nyngan High School,Nyngan,NSW,2825,Secondary,Gov,43111
Nyngan Public School,Nyngan,NSW,2825,Primary,Gov,43020
Nyora Primary School,Nyora,VIC,3987,Primary,Gov,44598
Oak Flats High School,Oak Flats,NSW,2529,Secondary,Gov,42939
Oak Flats Public School,Oak Flats,NSW,2529,Primary,Gov,42841
Oak Park Primary School,Oak Park,VIC,3046,Primary,Gov,44810
Oak Valley Aboriginal School,Oak Valley,SA,5690,Combined,Gov,49565
Oakbank School,Oakbank,SA,5243,Combined,Gov,49447
Oakdale Public School,Oakdale,NSW,2570,Primary,Gov,41406
Oakenden State School,Oakenden,QLD,4741,Primary,Gov,47073
Oakey State High School,Oakey,QLD,4401,Secondary,Gov,47484
Oakey State School,Oakey,QLD,4401,Primary,Gov,46526
Oakhill College,Castle Hill,NSW,2154,Secondary,Non-Gov,43681
Oakhill Drive Public School,Castle Hill,NSW,2154,Primary,Gov,41305
Oaklands Central School,Oaklands,NSW,2646,Combined,Gov,42615
Oakleigh Grammar,Oakleigh,VIC,3166,Combined,Non-Gov,46287
Oakleigh Primary School,Oakleigh,VIC,3166,Primary,Gov,44324
Oakleigh South Primary School,Oakleigh South,VIC,3167,Primary,Gov,44861
Oakleigh State School,Ashgrove,QLD,4060,Primary,Gov,46637
OakTree College,West Footscray,VIC,3012,Secondary,Non-Gov,53470
Oakville Public School,Oakville,NSW,2765,Primary,Gov,41654
Oakwood Primary School,Meadow Springs,WA,6210,Primary,Gov,52580
Oakwood School,Caulfield North,VIC,3161,Secondary,Gov,45468
Oakwood School-Career Pathway Centre,Frankston,VIC,3199,Secondary,Gov,52153
Oakwood School-Frankston Campus,Frankston,VIC,3199,Secondary,Gov,52154
Oakwood School-Hastings Campus,Hastings,VIC,3915,Secondary,Gov,53137
Oakwood School-Mornington Campus,Mornington,VIC,3931,Secondary,Gov,53134
Oakwood School-Noble Park Campus,Noble Park North,VIC,3174,Secondary,Gov,50274
Oakwood School-Oakwood School VCAL Campus,Chelsea,VIC,3196,Secondary,Gov,53133
Oakwood School-Ormond Campus,Ormond,VIC,3204,Secondary,Gov,53509
Oakwood School-Pakenham Campus,Pakenham,VIC,3810,Secondary,Gov,53135
Oakwood School-Rosebud Campus,Rosebud,VIC,3940,Secondary,Gov,53136
Oakwood State School,Oakwood,QLD,4670,Primary,Gov,46820
Oatlands District High School,Oatlands,TAS,7120,Combined,Gov,40064
Oatlands Primary School,Narre Warren,VIC,3805,Primary,Gov,45172
Oatlands Public School,Oatlands,NSW,2117,Primary,Gov,41696
Oatley Public School,Oatley,NSW,2223,Primary,Gov,41042
Oatley West Public School,Oatley,NSW,2223,Primary,Gov,41067
Oberon High School,Oberon,NSW,2787,Secondary,Gov,43126
Oberon High School,Armstrong Creek,VIC,3217,Secondary,Gov,45445
Oberon Primary School,Belmont,VIC,3216,Primary,Gov,44817
Oberon Public School,Oberon,NSW,2787,Primary,Gov,43021
Oberthur Primary School,Bull Creek,WA,6149,Primary,Gov,48641
Observatory Hill Environmental Education Centre,The Rocks,NSW,2000,Combined,Gov,40754
Ocean Grove Primary School,Ocean Grove,VIC,3226,Primary,Gov,44558
Ocean Reef Primary School,Ocean Reef,WA,6027,Primary,Gov,48693
Ocean Reef Senior High School,Ocean Reef,WA,6027,Secondary,Gov,48229
Ocean Road Primary School,Dawesville,WA,6211,Primary,Gov,48750
Ocean Shores Public School,Ocean Shores,NSW,2483,Primary,Gov,42151
Ocean View P-12 College,Taperoo,SA,5017,Combined,Gov,49507
O'Connell Public School,O'Connell,NSW,2795,Primary,Gov,43022
O'Connor Catholic College,Armidale,NSW,2350,Secondary,Non-Gov,43653
O'Connor Cooperative School,O'Connor,ACT,2602,Primary,Gov,40319
O'Connor Education Support Centre,Boulder,WA,6432,Special,Gov,48846
O'Connor Primary School,Kalgoorlie,WA,6430,Primary,Gov,48734
Odyssey College,Eagle Vale,NSW,2558,Special,Non-Gov,40383
"Odyssey College, Ingleburn",Ingleburn,NSW,2565,Special,Non-Gov,52081
Officer Primary School,Officer,VIC,3809,Primary,Gov,44504
Officer Secondary College,Officer,VIC,3809,Secondary,Gov,51485
Officer Specialist School,Officer,VIC,3809,Special,Gov,50682
Ohana College,Meadowbrook,QLD,4131,Secondary,Non-Gov,53101
Old Bar Public School,Old Bar,NSW,2430,Primary,Gov,42270
Old Bonalbo Public School,Old Bonalbo,NSW,2469,Primary,Gov,42271
Old Guildford Public School,Guildford,NSW,2161,Primary,Gov,41408
Old Noarlunga Primary School,Old Noarlunga,SA,5168,Primary,Gov,49259
Old Orchard Primary School,Blackburn North,VIC,3130,Primary,Gov,44805
Olinda Primary School,Olinda,VIC,3788,Primary,Gov,44610
O'Loughlin Catholic College,Karama,NT,812,Secondary,Non-Gov,40346
Omeo Primary School,Omeo,VIC,3898,Primary,Gov,44145
Omni Academies of Learning,Toowong,QLD,4066,Secondary,Non-Gov,53428
One Arm Point Remote Community School,Dampier Peninsula,WA,6725,Combined,Gov,48613
One Mile State School,Gympie,QLD,4570,Primary,Gov,46436
One Tree Hill Primary School,One Tree Hill,SA,5114,Primary,Gov,49263
OneSchool Global - Hobart Campus,Claremont,TAS,7011,Combined,Non-Gov,40242
OneSchool Global - Launceston Campus,Kings Meadows,TAS,7249,Combined,Non-Gov,40266
OneSchool Global NSW - Albury,Lavington,NSW,2640,Combined,Non-Gov,43907
OneSchool Global NSW - Armidale,Armidale,NSW,2350,Combined,Non-Gov,43822
OneSchool Global NSW - Condobolin,Condobolin,NSW,2877,Combined,Non-Gov,43819
OneSchool Global NSW - Cowra,Cowra,NSW,2794,Primary,Non-Gov,43786
OneSchool Global NSW - Goulburn,Goulburn,NSW,2580,Combined,Non-Gov,43902
OneSchool Global NSW - Illawarra,Maddens Plains,NSW,2508,Combined,Non-Gov,43911
OneSchool Global NSW - Leeton,Leeton,NSW,2705,Combined,Non-Gov,43798
OneSchool Global NSW - Maitland,East Maitland,NSW,2323,Combined,Non-Gov,43704
OneSchool Global NSW - Mount Victoria,Mount Victoria,NSW,2786,Combined,Non-Gov,43910
